N,P,K,Soil_pH,Soil_Moisture,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Altitude,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare,Normalize_Rainfall_by_Windspeed,Soil_Type_Loamy,Soil_Type_Sandy,Soil_Type_Silt,Region_East,Region_North,Region_South,Region_West,Season_Rabi,Season_Zaid,Crop_Type_Maize,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Sugarcane,Crop_Type_Wheat,Irrigation_Type_Drip,Irrigation_Type_Rainfed,Irrigation_Type_Sprinkler,SOC_Binned_0.5,SOC_Binned_1.0,SOC_Binned_1.5,Soil_Moisture_Binned_20,Soil_Moisture_Binned_40,Soil_Moisture_Binned_60
97,26,125,7.2,30.06,1.1,34.18,30.91,1732.31,8.94,14.17,486,138.4,7.6,24.19,122.25194071983063,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
156,90,102,5.26,21.24,1.01,30.65,50.6,553.45,5.69,7.83,845,60.69,17.76,5.74,70.68326947637293,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
169,99,55,6.54,46.52,0.93,21.64,45.43,1795.98,4.75,15.83,1011,308.43,12.93,11.66,113.45420088439671,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
51,72,137,5.46,43.72,1.18,35.1,56.99,1828.21,8.33,7.19,664,278.22,13.37,8.7,254.2712100139082,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
177,97,60,6.52,52.74,1.29,29.07,46.15,1513.01,8.58,5.82,1823,68.6,7.22,23.67,259.96735395189,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
111,77,111,5.8,52.69,1.14,17.79,56.84,1211.19,10.79,9.59,93,88.54,18.54,10.57,126.29718456725757,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
158,87,68,4.98,46.01,0.81,32.21,38.85,908.91,6.79,8.79,1386,291.71,11.56,9.38,103.40273037542663,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
59,63,72,6.51,25.38,0.84,19.99,87.12,491.83,9.06,1.96,50,270.81,11.73,73.56,250.93367346938774,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
155,50,126,5.42,59.36,0.43,34.47,69.85,388.03,10.15,14.06,2093,140.72,6.0,8.68,27.598150782361305,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
126,68,52,5.35,27.41,0.84,33.45,89.31,2278.7,9.59,7.65,933,100.31,7.22,24.68,297.8692810457516,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
53,61,138,6.11,19.7,1.32,19.26,30.29,1613.81,6.83,8.8,227,103.1,13.32,4.55,183.3875,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
43,46,51,6.03,30.07,0.39,13.11,80.15,669.3,5.68,13.08,899,293.53,1.54,8.36,51.1697247706422,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
65,67,137,7.75,39.16,0.53,34.62,35.06,535.9,4.22,1.82,87,329.96,23.5,9.74,294.45054945054943,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
53,46,81,6.72,25.36,1.4,20.93,76.43,527.66,9.31,5.28,328,233.41,13.6,23.19,99.93560606060605,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
124,76,101,7.71,31.68,1.04,19.76,85.35,660.67,6.69,4.75,1760,145.98,15.91,6.47,139.08842105263156,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
84,51,149,5.3,40.68,1.17,10.55,38.44,371.31,7.51,9.96,572,343.73,0.69,7.82,37.28012048192771,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
53,52,96,6.01,31.15,0.72,31.78,87.37,2212.6,10.88,15.54,1756,151.17,1.05,7.75,142.38095238095238,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
55,44,35,6.69,19.47,0.94,18.22,56.18,1217.0,4.03,9.11,56,261.81,24.05,9.21,133.589462129528,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
109,72,142,5.32,24.86,1.29,23.08,50.65,1019.26,5.93,6.22,2094,327.1,3.94,5.4,163.86816720257235,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
94,46,27,5.24,54.71,1.44,36.99,77.75,1452.51,10.87,2.74,373,271.9,4.03,24.22,530.1131386861314,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
104,80,86,7.05,62.72,1.57,13.76,81.18,1076.9,7.42,1.05,732,325.83,22.08,77.15,1025.6190476190477,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
72,65,134,7.02,22.42,1.41,11.14,80.19,2043.11,10.56,5.81,1661,131.46,19.91,7.93,351.6540447504303,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
58,25,132,5.6,49.05,0.39,26.82,67.44,1043.85,9.96,8.89,447,159.59,16.37,6.8,117.41844769403822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,73,51,5.57,60.28,0.75,31.0,47.77,1851.89,8.98,7.06,1059,256.35,17.51,9.13,262.30736543909353,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
83,34,124,7.33,29.96,1.27,25.85,46.59,1235.73,9.0,8.81,461,201.84,0.55,74.79,140.2644721906924,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
68,51,44,5.2,56.47,0.84,20.19,43.72,1322.93,4.03,8.48,1537,113.14,17.08,74.34,156.0058962264151,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
71,87,72,7.94,60.25,0.87,20.84,38.79,2257.62,6.08,8.65,1606,278.24,5.71,11.07,260.9965317919075,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
58,63,100,8.01,29.97,1.33,14.49,53.55,1596.57,7.09,12.4,1502,159.33,5.67,5.6,128.75564516129032,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
160,33,44,7.76,17.84,1.38,19.35,81.36,1313.8,7.64,7.32,1672,320.72,10.87,24.18,179.4808743169399,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
167,69,52,5.52,60.84,1.33,32.77,89.77,1120.0,7.11,14.94,1941,273.03,10.54,8.64,74.96653279785811,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
171,54,50,4.86,31.52,0.76,24.97,71.62,1938.94,7.06,14.62,1277,157.2,13.25,23.28,132.62243502051984,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
71,21,55,7.98,15.69,0.6,36.72,39.37,1866.74,10.04,4.94,106,201.12,18.21,8.08,377.88259109311736,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
123,19,106,5.97,38.75,0.77,15.04,70.41,508.3,10.79,2.92,1788,332.49,22.48,11.15,174.07534246575344,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
61,56,142,5.86,20.79,1.21,23.27,46.52,1986.66,9.93,16.38,91,229.71,11.29,9.9,121.28571428571429,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
55,62,63,5.69,60.09,0.77,31.05,73.06,1430.26,8.84,3.91,892,279.01,14.88,8.38,365.79539641943734,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
144,21,67,5.63,22.75,0.37,18.17,44.18,2734.94,9.15,12.02,1551,337.67,12.36,9.18,227.5324459234609,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
158,25,32,7.3,30.22,1.34,18.01,39.84,1471.08,9.16,15.72,400,285.13,0.06,8.68,93.58015267175571,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
85,87,110,7.89,54.52,0.38,13.17,68.07,2658.37,9.6,1.09,1483,72.03,20.66,8.02,2438.871559633027,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
151,63,85,7.47,55.32,1.59,36.79,71.11,2309.73,4.39,5.53,899,134.35,18.4,75.7,417.67269439421335,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
135,44,47,7.09,60.06,1.42,15.18,41.09,2719.4,4.52,5.9,660,140.93,23.99,9.56,460.91525423728814,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
159,55,144,5.78,39.87,1.54,39.1,60.72,814.75,4.68,12.73,75,213.06,9.31,10.46,64.00235663786331,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
110,17,99,6.66,64.34,1.38,23.47,82.84,1130.8,10.38,11.97,1374,164.8,20.5,73.65,94.46950710108604,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
149,54,91,5.61,40.81,0.43,39.45,71.09,1770.89,8.35,10.4,1676,238.43,18.19,26.06,170.2778846153846,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
81,65,63,5.18,54.54,0.84,11.21,70.55,543.4,7.19,16.52,1247,327.2,2.92,9.57,32.893462469733656,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
120,98,138,5.21,33.1,1.48,27.01,73.41,2078.54,9.39,17.78,2104,274.43,24.26,24.62,116.90326209223846,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
166,46,65,6.85,62.06,0.42,30.73,51.0,972.81,5.54,2.15,1593,61.48,3.83,24.13,452.4697674418605,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51,62,103,4.93,49.25,0.7,25.49,42.36,673.61,9.64,15.82,93,334.76,20.76,8.03,42.57964601769911,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
63,85,45,8.11,18.85,0.91,27.1,74.01,447.36,6.42,4.63,94,113.45,11.84,72.43,96.622030237581,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
139,85,115,8.18,20.43,0.88,26.15,78.72,1337.58,8.44,3.62,1691,162.4,15.02,9.2,369.49723756906076,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
78,34,32,5.31,59.54,1.53,14.48,83.75,618.22,10.91,14.28,1085,79.39,12.9,7.14,43.292717086834735,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
158,49,144,6.25,55.48,0.81,25.96,77.71,1547.58,4.5,11.76,1042,110.57,1.68,11.28,131.5969387755102,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
102,38,88,7.41,31.5,0.61,26.25,50.77,1322.62,10.7,2.02,1711,333.38,23.68,75.92,654.7623762376237,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
113,54,70,8.05,41.08,0.88,20.67,58.02,2477.15,9.37,4.66,1608,232.2,21.83,25.08,531.5772532188842,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
82,91,32,7.83,57.64,0.81,28.22,76.79,482.35,7.12,13.1,1590,127.79,14.66,7.97,36.820610687022906,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
129,66,79,5.67,20.17,1.11,22.36,62.26,2449.33,4.72,1.18,56,114.31,12.26,76.11,2075.7033898305085,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
153,53,51,5.09,21.91,1.59,32.65,63.43,2087.47,4.78,5.84,482,308.34,8.32,9.19,357.4434931506849,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
74,82,37,5.78,50.78,1.02,11.15,86.55,1915.04,8.08,8.67,1705,96.35,4.37,10.21,220.88119953863898,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
166,75,112,6.29,19.11,0.9,10.3,87.46,2738.17,7.68,16.51,276,160.96,19.56,9.13,165.84918231374922,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
134,90,63,6.02,32.63,1.07,25.72,75.67,422.98,7.75,15.46,1474,174.3,12.92,6.29,27.359637774902975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
179,95,56,7.43,27.59,1.57,39.68,78.57,1526.32,5.95,4.69,2000,81.61,16.96,5.51,325.4413646055437,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
175,79,146,5.68,53.01,1.11,23.36,45.87,2123.17,4.64,6.2,1728,179.63,7.38,10.7,342.4467741935484,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
135,76,38,7.72,15.12,0.46,10.36,65.63,1636.07,9.6,9.81,1569,287.55,22.28,75.57,166.77573904179408,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
72,95,51,5.57,20.77,1.49,19.51,58.68,1101.15,5.55,8.42,1647,286.51,24.45,5.72,130.77790973871734,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
163,16,125,6.03,19.95,1.07,24.02,32.46,365.51,8.52,14.08,1950,115.43,16.52,21.53,25.959517045454543,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
77,20,41,6.32,30.9,0.51,37.03,83.01,1930.24,6.55,17.17,300,279.9,21.36,9.48,112.41933605125217,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
155,89,141,5.79,26.62,0.6,13.64,47.74,2463.81,8.44,11.57,463,139.69,5.86,11.3,212.94814174589453,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
36,57,148,7.41,26.41,0.46,37.73,85.91,2095.84,9.39,2.91,854,269.84,24.31,9.68,720.2199312714777,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,96,73,6.19,33.52,1.55,38.2,68.19,427.71,5.36,8.51,1331,264.48,5.68,74.68,50.25969447708578,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
158,54,77,7.82,25.7,0.39,29.23,78.78,2052.51,4.1,10.3,1998,303.55,5.71,8.15,199.27281553398058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,53,89,8.08,20.31,1.29,16.76,57.53,2143.79,5.95,17.24,190,346.5,23.01,9.36,124.34976798143852,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
66,42,82,7.72,44.16,0.74,26.1,41.24,1958.32,10.73,6.87,1763,87.95,7.13,8.88,285.05385735080057,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
154,94,22,6.58,62.59,0.41,34.5,82.48,1772.44,5.28,12.38,1450,134.09,9.1,77.38,143.1696284329564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
110,77,118,6.53,45.36,0.86,20.74,76.96,2053.58,7.31,1.19,256,239.88,21.33,27.47,1725.6974789915967,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
91,78,64,5.53,52.85,0.3,37.16,75.27,1740.38,6.61,8.42,2013,217.94,21.44,8.0,206.69596199524943,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101,26,36,6.81,63.61,1.36,12.61,42.77,1497.77,6.17,1.69,973,301.8,2.09,8.51,886.2544378698225,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
154,55,24,8.04,22.66,1.0,19.22,61.3,1640.94,9.12,5.03,955,89.43,8.0,73.08,326.2306163021869,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
95,43,30,5.07,37.99,0.89,39.8,49.36,480.18,9.05,8.98,1181,201.56,6.03,6.57,53.47216035634744,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
59,37,111,7.36,44.09,1.38,27.52,66.77,1613.86,9.46,10.88,1785,161.3,22.45,24.43,148.33272058823528,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
49,99,58,7.76,31.11,0.98,27.71,61.95,2059.02,6.37,15.9,1612,81.2,7.41,73.26,129.49811320754716,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
111,94,61,8.15,45.66,1.07,17.2,40.64,1534.3,6.51,4.14,1455,276.26,5.94,7.42,370.6038647342995,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
136,65,113,5.94,46.19,1.36,35.73,67.42,1692.44,7.83,6.25,677,196.26,7.35,10.84,270.79040000000003,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
161,59,24,6.01,57.11,1.24,22.87,32.29,2210.09,4.03,10.47,1487,79.76,21.9,10.69,211.08787010506208,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
66,36,71,5.58,56.63,1.16,33.81,34.24,653.38,10.68,4.62,1848,62.31,4.76,21.81,141.4242424242424,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
161,24,63,7.48,22.13,1.22,34.32,40.97,2174.66,5.64,16.43,155,66.86,4.61,6.0,132.35909920876446,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
106,21,134,5.28,23.44,0.64,15.25,64.73,1233.93,5.21,15.86,331,174.2,20.95,24.03,77.80138713745272,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
118,87,146,5.71,26.12,0.45,25.05,75.57,2263.91,8.46,16.08,523,322.8,4.3,11.25,140.79042288557216,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
175,29,135,5.8,28.06,1.11,21.52,76.95,849.18,9.94,13.24,1984,133.37,12.57,74.44,64.13746223564954,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
117,91,87,6.07,43.22,0.59,14.65,46.6,2285.28,8.49,17.94,197,98.62,12.09,24.61,127.38461538461539,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
62,60,66,6.23,31.37,0.36,13.7,53.05,2278.74,8.4,15.05,2175,228.43,0.27,9.91,151.4112956810631,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
87,99,146,6.7,62.65,0.63,11.37,44.03,1103.17,7.42,9.43,47,197.23,15.21,9.14,116.98515376458114,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
57,75,54,8.02,20.92,1.24,31.06,32.18,2290.06,10.23,13.56,75,265.43,16.79,24.2,168.88348082595869,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
64,75,26,5.64,27.32,1.22,33.46,59.7,609.73,10.77,2.63,1114,167.67,5.05,7.3,231.8365019011407,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
154,65,135,7.45,58.42,1.47,24.14,62.7,2323.62,8.17,16.61,109,129.06,14.44,9.01,139.89283564118,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
167,52,71,7.1,44.22,1.18,26.92,86.11,666.17,4.55,17.73,176,277.3,3.6,9.77,37.57304004512126,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
94,26,129,5.19,42.37,0.87,17.86,72.71,2763.93,4.71,15.57,1735,203.16,18.52,7.37,177.51637764932562,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
71,91,65,7.56,44.72,0.64,31.44,86.06,1768.37,6.93,1.61,522,300.71,13.39,11.52,1098.366459627329,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
114,80,42,5.11,27.61,1.29,27.52,46.77,2254.24,7.45,3.81,1877,70.38,10.27,74.26,591.6640419947506,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
166,68,146,7.31,53.07,0.84,36.47,73.48,1708.54,8.48,2.79,1,90.48,24.04,10.83,612.3799283154121,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
140,53,28,7.23,39.83,1.36,32.38,65.9,1747.01,10.95,8.24,492,171.7,23.83,11.34,212.01577669902912,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
44,90,72,7.14,17.13,1.41,10.57,47.81,1507.16,8.95,1.65,2074,155.3,0.95,23.01,913.4303030303031,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
98,53,67,5.74,23.86,0.76,34.3,42.67,645.68,10.11,17.04,1432,73.87,7.46,6.3,37.89201877934272,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
134,92,142,6.75,55.83,0.75,10.81,47.46,979.86,10.6,10.95,1325,138.61,6.01,7.03,89.48493150684932,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
179,44,101,7.39,32.25,1.49,34.42,88.78,2639.62,5.37,10.65,1017,199.38,23.83,76.51,247.85164319248824,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
93,62,128,6.97,53.67,0.82,39.62,31.39,1231.6,6.34,8.58,2137,265.3,4.6,9.34,143.54312354312353,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
70,97,26,7.53,48.17,1.22,24.43,84.29,440.6,8.82,6.74,1246,130.8,1.37,4.88,65.37091988130564,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
100,45,118,7.14,30.07,0.79,16.81,76.3,2293.42,8.57,9.23,1847,293.94,5.05,9.52,248.47453954496208,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
85,39,50,5.73,21.35,1.25,10.29,62.62,2083.24,6.96,9.8,523,306.99,18.81,9.69,212.57551020408158,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
54,82,121,5.32,55.35,0.53,14.51,81.49,1068.75,9.98,12.83,1469,134.96,12.85,6.86,83.30085736554949,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
134,65,75,6.95,47.15,1.39,25.11,33.12,1227.85,10.87,3.81,1929,176.98,24.18,11.35,322.2703412073491,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
163,27,118,7.38,30.04,1.58,34.2,62.65,1528.11,6.79,10.78,921,340.0,20.29,13.34,141.75417439703153,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
148,77,24,5.28,41.16,1.3,36.14,47.13,656.63,6.43,10.85,8,236.25,4.93,73.94,60.51889400921659,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
38,56,49,5.39,45.6,0.77,30.51,30.59,2780.71,6.02,7.24,280,183.12,9.44,75.51,384.0759668508287,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
89,68,41,4.84,15.11,1.02,12.6,67.14,1244.97,7.93,17.39,977,253.12,20.38,6.53,71.59114433582519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,81,46,6.61,48.53,1.17,39.74,69.47,2444.5,8.29,13.67,1258,174.51,18.4,9.93,178.8222384784199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
78,94,146,6.64,47.8,0.55,32.41,65.45,2370.91,5.27,13.08,1787,347.57,8.26,10.3,181.26223241590213,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
80,70,42,6.5,19.13,0.67,22.79,53.43,962.88,5.97,15.84,107,69.0,14.75,6.2,60.78787878787879,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
99,33,94,5.87,54.39,1.34,34.41,78.26,498.04,4.84,6.76,245,99.9,14.61,8.3,73.67455621301775,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
66,60,136,6.25,56.25,1.53,27.66,50.59,1419.39,10.33,4.62,700,284.2,21.97,11.23,307.22727272727275,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
60,29,27,7.41,29.51,0.65,28.08,66.24,847.13,8.54,8.45,922,295.92,0.53,6.76,100.25207100591717,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
91,46,120,5.42,23.11,0.49,39.14,89.76,1248.09,7.89,11.16,85,215.08,6.47,6.04,111.83602150537634,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122,63,24,5.49,49.32,1.58,34.03,80.75,2596.92,10.47,10.48,2064,145.45,17.78,9.82,247.79770992366412,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
43,35,105,7.07,21.17,0.72,17.86,68.66,1762.55,10.88,4.75,779,265.71,16.19,74.87,371.06315789473683,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
108,79,149,7.75,57.9,1.31,15.25,70.45,1355.91,4.17,5.57,2057,112.3,8.54,8.21,243.43087971274687,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
37,84,31,5.96,39.01,0.79,15.17,80.46,1783.92,9.53,16.74,748,129.21,21.48,74.0,106.56630824372762,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
65,41,66,7.97,60.49,1.53,23.64,40.55,561.23,7.77,2.38,717,289.22,18.38,76.45,235.8109243697479,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
77,37,45,5.0,47.11,1.08,21.66,36.61,2200.95,4.02,9.57,1663,261.65,14.98,6.01,229.98432601880876,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
114,61,121,5.2,29.25,0.84,23.58,43.25,1715.69,7.01,9.07,450,217.37,6.14,73.91,189.16097023153253,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
