N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare
134,81,100,8.19,64.5,Silt,0.51,20.77,68.12,2749.7,7.57,8.86,North,1900,Rabi,Potato,Sprinkler,165.49,13.39,27.89
31,78,140,7.03,58.54,Clay,0.72,34.47,73.23,1828.89,7.74,5.92,South,483,Kharif,Sugarcane,Sprinkler,135.4,8.61,75.29
83,82,62,7.71,31.94,Loamy,0.94,33.7,54.75,1148.49,10.72,5.83,South,1554,Rabi,Rice,Rainfed,177.64,0.18,6.18
35,19,93,7.0,28.89,Loamy,1.56,38.22,61.89,2230.9,7.95,7.35,East,1157,Zaid,Cotton,Canal,193.59,18.66,9.67
136,24,72,7.78,36.56,Loamy,0.88,39.06,59.79,1570.21,10.12,1.22,North,617,Rabi,Rice,Rainfed,113.99,23.03,8.01
152,22,58,6.27,52.38,Clay,0.55,39.18,56.1,646.27,4.87,5.11,Central,98,Kharif,Potato,Sprinkler,275.24,0.14,24.51
31,26,126,6.87,15.47,Silt,0.33,14.72,47.44,2540.68,9.78,17.17,West,27,Zaid,Maize,Drip,325.18,16.67,9.96
140,78,56,7.67,64.76,Silt,0.31,13.62,89.34,614.99,8.82,13.23,North,2138,Rabi,Cotton,Sprinkler,197.98,12.82,6.56
31,73,116,7.92,59.17,Clay,0.84,36.25,83.0,2741.33,4.04,8.56,East,2087,Rabi,Cotton,Sprinkler,75.82,20.75,7.45
122,81,68,4.88,16.19,Loamy,0.69,21.49,77.19,1204.9,5.47,1.02,South,2065,Kharif,Cotton,Sprinkler,345.46,4.18,7.34
130,64,147,5.15,34.11,Silt,0.45,20.72,80.51,2117.5,5.51,13.04,South,1936,Rabi,Maize,Canal,159.93,8.82,10.23
126,37,29,7.97,49.39,Loamy,0.52,26.01,80.24,2698.41,6.78,9.38,South,374,Rabi,Maize,Drip,123.63,2.35,8.44
140,54,59,6.73,27.07,Clay,0.75,23.54,34.49,1783.66,6.74,12.16,South,2036,Kharif,Wheat,Drip,169.68,6.78,8.98
35,92,125,8.17,22.14,Silt,1.19,16.69,64.49,2739.56,6.44,7.7,East,1353,Rabi,Wheat,Drip,193.27,12.0,7.12
156,91,60,7.49,46.47,Silt,1.09,35.34,58.24,748.15,7.04,1.01,East,1751,Zaid,Maize,Rainfed,146.76,22.96,10.28
133,90,21,7.58,60.18,Clay,0.4,37.28,41.92,442.58,9.79,10.92,West,1665,Kharif,Rice,Canal,186.81,5.21,7.93
176,32,72,6.11,62.78,Clay,0.49,32.43,45.67,1911.33,4.35,14.4,West,1418,Zaid,Rice,Drip,329.3,17.25,12.59
30,35,45,5.68,15.51,Silt,1.48,11.44,38.48,560.74,9.93,4.68,Central,838,Zaid,Maize,Drip,242.29,17.68,9.19
62,15,73,6.83,58.72,Sandy,0.39,13.54,58.4,1563.66,10.43,12.27,North,278,Zaid,Potato,Canal,153.51,3.0,26.27
69,52,70,7.79,43.04,Loamy,0.56,20.38,45.38,2242.9,5.17,6.98,North,1570,Kharif,Wheat,Sprinkler,62.13,24.38,7.91
61,55,133,7.27,26.89,Sandy,0.71,26.7,42.75,2364.29,6.56,15.16,Central,458,Rabi,Sugarcane,Sprinkler,237.28,4.28,74.02
46,56,36,6.41,45.85,Silt,0.6,28.29,62.92,1708.33,8.56,8.44,East,1054,Rabi,Wheat,Canal,176.12,1.41,9.26
155,23,139,7.36,64.79,Sandy,0.68,13.0,42.76,1462.76,10.85,2.07,North,1153,Kharif,Cotton,Drip,195.37,24.19,8.38
37,37,65,7.15,28.81,Clay,1.25,38.81,65.38,529.47,10.06,10.0,North,1967,Kharif,Potato,Drip,312.98,9.41,24.44
86,92,74,7.9,28.84,Loamy,0.42,25.89,39.33,1999.93,9.19,11.33,West,1611,Zaid,Rice,Rainfed,189.81,7.18,8.7
71,25,69,5.7,49.95,Clay,0.76,22.95,72.34,2163.79,10.58,6.43,Central,1051,Rabi,Rice,Rainfed,100.47,7.29,8.2
127,85,94,5.21,17.16,Clay,1.1,15.73,48.19,1275.6,10.88,2.32,Central,135,Rabi,Potato,Drip,216.98,0.36,25.4
166,45,30,6.4,56.03,Clay,0.36,38.53,75.8,1645.3,10.29,13.8,West,720,Zaid,Rice,Rainfed,264.55,16.79,11.91
149,40,67,6.03,47.63,Clay,0.36,23.42,77.79,934.1,5.3,10.2,South,2140,Rabi,Rice,Rainfed,147.08,19.03,8.5
116,44,140,8.11,57.06,Loamy,0.95,13.53,89.15,1270.04,9.0,4.57,North,1319,Kharif,Rice,Rainfed,132.23,11.11,9.33
83,48,75,4.83,26.54,Silt,1.47,28.43,30.99,1786.0,6.79,4.19,East,1160,Zaid,Sugarcane,Canal,168.29,5.36,74.1
113,60,27,7.97,57.36,Silt,0.88,20.5,78.59,2196.62,9.72,10.28,Central,1381,Zaid,Sugarcane,Drip,174.52,11.28,74.58
54,83,33,8.05,37.43,Loamy,0.83,34.24,58.91,449.41,4.39,6.26,East,264,Kharif,Sugarcane,Drip,113.3,23.55,71.04
96,19,133,4.97,21.64,Clay,0.31,26.36,37.36,1534.45,9.8,12.75,South,1267,Kharif,Potato,Sprinkler,244.17,4.04,25.21
75,75,73,7.82,60.07,Sandy,1.25,13.17,75.46,478.01,6.06,6.93,North,179,Kharif,Potato,Drip,283.92,1.68,26.62
51,97,36,6.4,50.25,Silt,0.51,32.52,33.95,2552.55,9.39,9.0,South,552,Kharif,Potato,Drip,239.49,8.93,28.12
168,52,28,7.4,23.41,Clay,1.21,19.14,82.06,1902.16,5.18,2.02,East,1290,Zaid,Rice,Rainfed,205.95,22.66,9.28
37,42,141,5.07,27.33,Sandy,0.75,22.25,67.94,1500.03,4.34,8.84,Central,1512,Kharif,Cotton,Sprinkler,226.21,9.27,5.51
68,40,133,8.05,28.44,Sandy,0.36,33.27,41.32,404.7,8.55,1.17,South,1836,Rabi,Sugarcane,Rainfed,208.92,18.08,73.11
78,75,39,6.87,63.17,Clay,0.73,13.19,70.85,1620.44,7.11,7.13,West,26,Kharif,Potato,Rainfed,194.51,0.94,25.41
75,37,102,7.86,59.31,Loamy,1.16,39.33,40.04,1872.79,9.93,6.27,South,477,Kharif,Cotton,Sprinkler,68.16,8.47,7.42
67,60,40,7.09,32.32,Clay,1.3,31.06,63.92,1352.47,10.39,13.86,West,2181,Kharif,Wheat,Drip,216.85,14.64,7.67
165,44,52,6.63,38.33,Loamy,1.13,15.78,30.3,1025.01,6.84,14.07,East,352,Zaid,Sugarcane,Canal,81.7,12.94,72.66
83,81,45,5.39,29.26,Sandy,1.22,11.74,86.23,2695.74,8.32,8.12,West,764,Zaid,Maize,Rainfed,218.51,13.82,12.13
121,47,127,5.41,52.13,Silt,0.61,26.34,33.84,816.75,5.96,17.59,South,1817,Kharif,Sugarcane,Sprinkler,203.95,10.58,74.99
69,17,108,6.41,23.06,Loamy,1.55,21.38,74.99,2725.57,5.81,5.25,West,197,Zaid,Rice,Drip,307.82,15.36,11.91
63,83,111,7.76,31.93,Loamy,0.59,10.89,72.3,331.92,10.01,3.82,West,1376,Rabi,Wheat,Drip,179.29,20.66,6.69
125,97,52,5.19,45.31,Loamy,0.52,28.28,69.09,1599.32,5.02,14.84,East,841,Rabi,Wheat,Drip,336.37,2.03,10.29
108,56,37,8.19,58.87,Silt,0.62,19.26,32.35,1172.23,7.12,9.67,North,100,Rabi,Rice,Sprinkler,192.92,9.71,9.7
156,76,37,7.78,46.78,Clay,1.56,19.66,69.33,995.11,7.18,4.32,North,1856,Rabi,Cotton,Rainfed,334.99,18.04,7.12
46,72,52,6.13,61.99,Sandy,0.38,14.87,66.77,1181.76,8.09,6.66,East,1003,Zaid,Maize,Drip,105.57,19.77,8.41
139,71,46,5.66,61.54,Sandy,1.31,14.21,67.96,1839.4,8.42,2.61,East,86,Rabi,Potato,Sprinkler,313.6,15.58,25.91
81,15,68,7.93,50.91,Loamy,0.44,14.33,62.3,1329.08,7.03,12.84,South,75,Zaid,Maize,Canal,285.93,9.82,9.56
147,87,127,5.22,28.94,Sandy,1.31,36.58,49.83,747.92,7.09,9.45,West,2160,Zaid,Potato,Drip,130.3,6.61,23.03
38,74,87,5.98,49.15,Loamy,0.66,25.99,44.05,1865.14,8.35,10.59,Central,783,Kharif,Sugarcane,Rainfed,348.9,12.33,78.98
62,83,118,5.09,24.64,Silt,1.24,24.08,57.38,2672.35,8.92,2.26,South,1882,Kharif,Wheat,Sprinkler,135.76,8.62,7.46
142,73,38,8.04,31.66,Loamy,0.36,31.13,53.09,2748.52,9.55,12.89,East,1207,Rabi,Rice,Canal,204.08,16.87,9.72
178,60,44,6.9,52.89,Silt,0.73,19.59,71.26,2353.7,8.79,6.0,East,1534,Kharif,Potato,Rainfed,270.12,17.85,27.54
114,48,123,5.94,57.53,Loamy,0.9,34.67,46.24,750.72,4.05,3.72,East,1627,Rabi,Wheat,Drip,61.14,13.25,7.9
39,39,95,5.74,35.84,Loamy,0.33,15.92,77.5,802.67,5.62,8.22,Central,1032,Rabi,Sugarcane,Rainfed,161.02,20.18,73.28
35,56,95,6.31,41.17,Silt,0.54,34.08,88.79,327.21,4.94,15.53,Central,540,Kharif,Maize,Canal,225.37,3.08,8.91
144,43,125,5.11,34.31,Clay,0.52,11.68,71.91,2302.93,9.68,7.32,North,1488,Kharif,Rice,Sprinkler,232.43,22.16,12.52
150,39,52,7.82,38.97,Silt,0.93,14.71,60.74,724.18,7.37,2.85,South,1151,Rabi,Potato,Rainfed,281.4,3.16,23.83
170,68,56,6.54,40.62,Loamy,0.47,36.78,40.28,2679.53,6.68,17.02,East,2192,Zaid,Maize,Sprinkler,217.34,17.1,10.51
94,87,111,7.27,49.59,Sandy,1.57,13.27,88.93,1428.97,9.25,11.87,Central,991,Kharif,Sugarcane,Sprinkler,347.08,10.02,76.18
49,81,143,5.59,52.53,Clay,1.45,17.37,46.36,414.52,4.54,6.13,West,1802,Zaid,Potato,Canal,249.02,11.16,25.4
86,29,62,6.51,63.75,Sandy,0.59,11.28,64.1,1908.16,8.93,10.91,West,1592,Zaid,Maize,Sprinkler,248.1,23.12,13.49
75,18,145,5.52,36.88,Clay,0.6,27.96,56.55,576.06,7.66,2.54,East,1939,Kharif,Rice,Drip,188.34,13.31,9.4
165,52,28,7.57,19.16,Loamy,1.53,19.83,41.96,1942.31,6.96,10.59,North,1955,Rabi,Wheat,Canal,194.11,3.92,8.22
39,34,33,7.44,49.41,Clay,0.69,29.0,76.85,2005.28,8.62,14.93,Central,1662,Zaid,Cotton,Rainfed,202.81,17.71,6.71
142,37,88,5.3,39.91,Sandy,0.85,12.57,37.07,424.86,4.15,3.35,Central,751,Rabi,Rice,Rainfed,338.38,21.98,10.15
168,51,45,5.05,57.05,Silt,1.21,21.85,55.79,2494.62,4.72,15.19,West,1504,Kharif,Wheat,Sprinkler,228.41,23.13,8.69
41,76,146,7.6,22.33,Clay,0.75,21.15,42.68,1266.48,6.78,10.4,North,2116,Kharif,Potato,Canal,75.74,10.06,21.47
167,22,72,5.17,47.25,Clay,1.47,26.1,62.97,1105.4,4.65,4.27,South,1293,Kharif,Potato,Canal,251.37,20.33,25.6
40,51,60,6.66,37.96,Loamy,1.07,18.85,81.65,1940.24,7.38,4.59,East,1933,Zaid,Maize,Rainfed,109.25,18.25,9.02
147,59,101,6.62,35.97,Loamy,1.04,39.54,83.45,2639.43,8.17,16.01,East,934,Zaid,Maize,Rainfed,181.3,22.45,10.77
68,47,121,5.49,43.24,Clay,1.02,19.48,61.83,2725.85,8.51,9.09,Central,1904,Rabi,Rice,Drip,86.78,18.56,11.38
82,21,40,6.81,49.21,Loamy,0.45,30.89,44.5,2379.13,5.66,5.81,South,1283,Kharif,Potato,Drip,105.16,21.18,27.23
85,36,140,6.51,57.55,Loamy,1.33,20.99,53.01,2223.15,9.35,5.29,West,946,Kharif,Wheat,Canal,279.16,10.41,11.68
133,19,58,6.53,26.76,Silt,1.04,26.01,71.33,1661.75,4.64,7.8,North,1437,Kharif,Maize,Rainfed,166.32,12.12,9.16
158,29,88,6.02,29.65,Clay,0.37,16.8,47.27,1648.77,10.5,14.22,West,252,Rabi,Sugarcane,Canal,73.88,5.17,75.43
85,35,94,7.65,42.43,Sandy,1.41,15.18,39.21,1826.61,4.95,1.45,South,957,Rabi,Wheat,Drip,269.87,16.18,9.47
147,31,81,5.09,32.33,Silt,1.25,39.17,46.7,2758.04,7.04,2.83,South,1415,Kharif,Wheat,Sprinkler,61.85,2.89,9.43
161,70,64,6.29,43.42,Loamy,0.68,26.23,37.29,384.27,4.27,8.56,Central,708,Zaid,Cotton,Canal,293.9,6.94,8.07
59,64,46,5.68,25.01,Silt,0.67,23.82,46.6,1478.26,7.39,16.43,South,1742,Zaid,Wheat,Rainfed,221.81,17.93,8.92
41,21,135,7.68,30.38,Clay,0.96,29.25,32.61,828.26,10.49,16.02,North,1338,Kharif,Sugarcane,Canal,307.89,22.62,73.56
64,64,60,5.57,31.24,Clay,0.31,16.7,33.74,1817.13,5.5,14.28,West,723,Zaid,Maize,Drip,141.1,20.02,8.69
106,74,125,7.41,64.62,Clay,1.35,34.66,81.51,1759.92,10.34,17.64,South,2184,Kharif,Rice,Drip,109.33,14.33,9.09
131,97,93,6.88,57.72,Sandy,1.52,17.45,40.7,2638.38,7.53,2.83,West,1051,Kharif,Wheat,Rainfed,79.49,23.3,9.87
116,21,79,7.77,56.89,Sandy,0.88,26.28,80.63,1168.93,4.76,16.02,Central,230,Kharif,Cotton,Canal,262.93,15.91,5.55
81,54,61,6.82,40.68,Sandy,1.0,13.82,89.75,2243.81,9.4,1.34,Central,70,Kharif,Wheat,Drip,323.85,5.37,11.21
109,59,141,6.69,38.34,Loamy,1.35,27.24,53.43,2112.21,7.06,8.06,Central,150,Kharif,Cotton,Canal,263.12,10.81,9.57
164,73,30,7.52,18.51,Clay,0.66,24.49,56.87,1398.85,7.36,4.83,West,55,Rabi,Rice,Sprinkler,237.37,21.68,8.69
51,89,137,6.71,24.87,Clay,0.94,18.42,47.16,1617.56,8.29,7.17,North,1045,Rabi,Cotton,Drip,61.7,23.12,5.05
104,69,84,7.67,59.77,Sandy,0.44,19.23,37.15,1453.87,9.81,17.56,East,1658,Zaid,Rice,Drip,165.04,22.79,9.56
87,78,66,4.97,41.28,Silt,1.21,10.29,68.21,2637.99,6.87,6.59,Central,1810,Kharif,Potato,Drip,333.39,1.05,25.37
122,79,33,6.48,64.37,Silt,1.33,10.82,80.88,580.45,9.26,11.7,East,203,Kharif,Wheat,Canal,218.34,16.11,10.51
132,68,86,7.56,44.59,Loamy,0.39,28.03,70.16,1779.23,5.13,12.7,North,1369,Zaid,Wheat,Rainfed,136.43,12.46,6.87
169,54,128,7.68,33.87,Silt,1.45,31.55,36.56,1259.05,4.34,10.34,East,1312,Zaid,Rice,Drip,95.22,11.11,6.91
36,67,29,7.64,28.71,Loamy,0.79,26.41,66.4,537.61,4.33,2.55,South,1594,Zaid,Cotton,Canal,173.8,1.89,6.26
157,58,143,6.85,60.92,Silt,1.5,12.46,68.36,910.37,4.29,15.55,East,1320,Rabi,Wheat,Drip,100.99,9.55,8.33
84,77,36,8.18,33.54,Silt,1.47,38.23,71.38,1833.95,7.68,14.38,West,38,Zaid,Wheat,Canal,337.85,11.63,9.14
135,16,116,5.42,22.31,Silt,1.33,31.4,34.17,2171.23,6.73,13.74,West,1153,Rabi,Rice,Drip,303.7,7.56,9.51
91,93,76,5.39,28.91,Clay,1.38,17.12,71.89,1578.64,9.5,16.48,West,184,Rabi,Sugarcane,Drip,197.64,19.47,75.42
119,35,90,4.91,47.28,Sandy,0.68,30.14,66.28,1569.41,4.02,6.91,West,1661,Rabi,Potato,Sprinkler,347.21,5.14,27.47
127,64,116,8.16,21.65,Clay,0.78,13.34,82.09,1911.06,8.7,10.79,Central,1960,Rabi,Cotton,Drip,103.78,9.35,7.12
106,95,36,5.98,19.58,Sandy,0.61,33.38,39.91,671.75,6.62,14.32,South,1607,Rabi,Maize,Rainfed,107.1,12.87,7.61
148,66,95,7.39,37.88,Silt,0.76,24.43,33.73,747.89,7.29,8.56,North,890,Rabi,Cotton,Drip,106.35,13.4,7.08
65,23,36,5.0,19.18,Sandy,1.03,22.28,78.77,2698.13,4.94,17.37,South,730,Kharif,Rice,Rainfed,100.4,3.81,6.5
118,34,130,5.82,34.65,Clay,1.42,10.27,36.18,2706.65,9.36,15.43,East,1336,Rabi,Cotton,Sprinkler,202.93,1.72,9.06
174,97,139,6.92,31.14,Sandy,1.01,29.57,52.81,2240.19,10.09,10.02,East,666,Zaid,Cotton,Sprinkler,284.23,21.95,9.72
159,32,138,6.58,34.57,Sandy,1.21,34.87,82.14,2276.27,4.25,3.5,West,2102,Rabi,Wheat,Sprinkler,246.25,3.1,11.08
170,98,97,5.51,39.39,Sandy,0.48,18.65,46.7,532.86,6.37,9.56,West,29,Zaid,Potato,Sprinkler,181.95,16.14,24.68
122,44,22,6.37,24.27,Silt,1.52,10.35,56.5,1226.65,6.91,4.52,West,2093,Kharif,Maize,Drip,68.44,17.93,8.88
143,79,127,5.17,37.12,Sandy,1.06,33.26,66.85,1435.9,9.99,7.91,West,712,Zaid,Cotton,Rainfed,159.6,19.74,7.54
57,38,70,6.65,33.08,Silt,1.31,29.07,68.35,658.23,9.57,5.51,West,397,Kharif,Rice,Rainfed,139.31,2.33,6.75
172,61,133,5.13,54.77,Silt,1.6,33.31,65.65,360.9,7.84,14.82,North,1832,Rabi,Wheat,Drip,127.25,7.46,6.72
62,97,113,6.96,49.73,Loamy,1.42,26.15,33.64,853.56,5.26,5.41,Central,696,Rabi,Maize,Drip,173.83,4.92,10.03
49,58,135,5.33,58.63,Sandy,0.96,23.83,76.7,2716.32,7.88,11.05,West,107,Kharif,Rice,Drip,259.66,1.19,10.61
169,43,124,6.66,48.45,Silt,1.43,16.58,77.7,2616.83,7.09,1.89,Central,1247,Zaid,Maize,Rainfed,275.77,15.61,13.13
130,91,118,5.24,21.05,Sandy,1.16,12.37,36.26,882.56,10.32,13.82,East,1123,Zaid,Sugarcane,Drip,114.77,3.76,71.07
52,82,95,6.16,40.35,Sandy,1.25,24.14,74.38,2649.8,5.88,8.63,West,676,Kharif,Maize,Sprinkler,238.51,4.71,11.23
141,31,100,6.0,52.12,Clay,1.13,36.05,60.23,1151.04,9.57,8.07,West,1298,Kharif,Maize,Canal,153.64,10.79,8.57
43,19,91,7.37,57.08,Loamy,0.67,11.78,30.76,2192.59,7.96,8.4,East,1197,Rabi,Sugarcane,Rainfed,128.58,2.95,76.68
120,95,130,6.98,24.06,Sandy,0.73,39.67,71.65,1243.98,4.23,13.12,North,2023,Kharif,Sugarcane,Rainfed,349.24,15.75,76.38
106,64,77,7.99,26.18,Sandy,1.03,38.41,57.65,418.79,5.75,8.33,North,979,Rabi,Potato,Sprinkler,78.25,19.5,22.56
114,54,97,7.93,58.11,Silt,1.44,29.22,37.6,2713.56,4.91,13.54,West,918,Zaid,Potato,Drip,307.35,15.17,27.89
138,60,67,7.26,39.27,Silt,0.89,37.43,40.55,978.23,7.28,5.81,Central,1696,Zaid,Rice,Rainfed,175.63,10.57,8.23
60,65,75,7.42,37.62,Clay,1.0,26.61,75.47,433.38,9.55,17.33,South,194,Rabi,Sugarcane,Sprinkler,333.13,20.77,73.08
151,25,61,6.92,39.71,Loamy,0.78,22.14,86.72,2783.65,8.11,9.68,Central,811,Zaid,Wheat,Canal,117.14,20.31,8.35
136,26,43,7.15,23.67,Loamy,0.32,27.15,39.84,1901.2,6.29,10.92,West,867,Rabi,Rice,Canal,348.81,22.74,10.22
83,27,129,6.9,46.38,Loamy,1.14,36.3,54.14,1414.12,9.09,12.82,North,853,Rabi,Maize,Canal,278.41,22.63,11.46
162,78,71,5.86,55.4,Sandy,1.04,38.73,49.18,2361.7,8.34,10.94,Central,1710,Kharif,Rice,Sprinkler,223.23,20.23,11.42
170,22,53,5.99,56.85,Loamy,1.57,35.14,65.21,2098.95,4.49,10.59,North,1605,Kharif,Sugarcane,Sprinkler,280.07,14.13,76.77
72,79,22,6.75,16.52,Clay,0.96,15.39,41.72,1368.11,4.76,1.04,North,625,Kharif,Potato,Sprinkler,273.25,0.39,24.65
118,23,87,7.25,50.76,Clay,1.0,27.75,64.74,670.67,4.71,8.81,North,2113,Rabi,Cotton,Sprinkler,158.92,18.15,6.74
144,16,69,6.18,19.56,Sandy,0.67,23.34,79.87,1957.34,6.23,15.74,Central,1614,Rabi,Rice,Rainfed,330.53,12.07,10.84
128,92,101,5.29,63.34,Sandy,0.43,24.44,68.47,2520.16,8.05,16.71,Central,965,Kharif,Rice,Drip,331.9,2.14,10.55
76,27,38,6.36,39.11,Sandy,1.22,22.85,41.66,1589.86,10.52,5.9,Central,1128,Kharif,Cotton,Rainfed,139.13,18.24,8.42
100,16,63,8.07,53.77,Silt,1.35,12.03,74.94,1697.44,8.68,13.04,West,705,Rabi,Potato,Drip,134.56,10.25,24.04
96,82,22,5.53,46.09,Sandy,1.43,35.38,57.61,2413.55,8.96,15.59,West,1014,Kharif,Wheat,Canal,309.05,9.01,9.6
91,90,132,7.01,62.6,Clay,0.83,39.35,36.78,2662.66,4.68,8.49,South,830,Rabi,Wheat,Canal,148.66,20.2,10.36
138,62,84,8.14,63.68,Sandy,1.21,16.29,49.63,1655.63,4.74,11.16,East,770,Zaid,Cotton,Drip,326.08,7.31,6.89
66,88,58,6.08,28.94,Silt,0.64,28.66,44.49,413.59,4.97,11.88,West,1028,Rabi,Cotton,Drip,251.7,6.74,6.48
148,17,83,7.82,39.14,Sandy,0.63,26.1,80.61,680.94,8.08,17.13,East,1753,Zaid,Rice,Rainfed,339.85,5.92,8.44
115,82,123,7.74,40.21,Silt,1.59,36.89,43.62,2674.0,9.2,9.19,North,1877,Zaid,Potato,Canal,296.85,6.32,27.83
155,20,32,5.95,23.88,Silt,1.4,31.12,60.71,2382.43,9.54,14.23,South,1879,Rabi,Sugarcane,Drip,303.98,14.08,74.82
165,19,87,5.13,60.2,Silt,0.63,32.49,69.14,1886.77,5.47,4.18,West,1893,Zaid,Sugarcane,Drip,82.66,20.3,74.22
81,17,89,5.41,32.48,Sandy,0.86,38.56,33.38,1472.24,9.06,10.96,North,1012,Kharif,Wheat,Canal,204.63,24.0,6.85
120,24,94,6.04,19.37,Sandy,1.03,29.9,38.46,1327.14,6.26,8.75,East,1358,Kharif,Potato,Drip,177.82,0.21,21.28
62,57,20,8.06,22.73,Clay,0.32,23.61,77.23,410.29,7.9,4.91,East,1932,Kharif,Maize,Drip,286.77,5.6,9.97
110,33,117,5.73,40.67,Loamy,1.55,11.56,50.63,2472.45,7.57,1.23,Central,351,Zaid,Potato,Canal,153.54,11.65,26.05
71,28,123,7.95,59.08,Sandy,0.44,37.19,72.12,1234.22,4.51,11.05,West,900,Rabi,Wheat,Sprinkler,256.33,24.72,8.74
141,35,135,5.42,46.41,Clay,1.36,27.69,75.56,1597.31,9.89,14.76,East,844,Rabi,Sugarcane,Rainfed,260.75,21.6,73.7
155,57,132,8.1,25.74,Loamy,1.57,30.47,68.56,1645.15,9.14,14.72,West,1057,Rabi,Potato,Drip,148.86,7.92,23.03
165,42,122,5.8,29.84,Clay,1.22,25.16,64.9,2396.63,8.74,7.62,North,26,Kharif,Rice,Canal,224.71,8.52,10.89
135,35,56,6.95,63.8,Loamy,1.56,21.81,59.7,792.65,6.38,4.07,South,489,Rabi,Rice,Canal,263.94,0.68,10.79
154,50,125,5.04,17.64,Clay,0.33,25.12,53.58,1487.53,10.94,17.04,West,1186,Kharif,Wheat,Canal,245.02,18.19,8.29
142,38,127,5.82,64.72,Sandy,0.76,11.46,38.97,2690.06,4.44,7.49,South,1003,Kharif,Maize,Sprinkler,155.35,19.22,12.2
93,68,40,5.52,60.29,Loamy,0.92,33.94,88.37,2074.78,6.12,6.91,South,760,Kharif,Cotton,Rainfed,139.35,5.86,6.65
152,52,148,4.81,48.92,Silt,1.32,14.74,68.52,1297.12,4.92,11.45,North,2087,Kharif,Potato,Drip,149.39,20.62,25.52
143,31,47,5.33,62.16,Clay,1.15,19.98,41.66,1880.46,5.65,8.48,West,1308,Rabi,Wheat,Drip,75.6,12.83,8.8
49,36,127,6.82,22.62,Sandy,1.26,12.61,80.19,1770.08,7.12,6.85,South,19,Kharif,Rice,Canal,245.26,11.65,9.44
45,97,28,6.13,62.13,Sandy,0.49,34.6,79.35,1662.89,8.29,6.52,North,1623,Kharif,Rice,Drip,269.4,10.45,10.43
174,59,51,7.26,25.63,Loamy,1.4,15.05,75.18,1636.46,4.69,7.67,North,332,Zaid,Sugarcane,Drip,73.29,14.86,72.42
48,88,85,7.08,42.31,Clay,1.37,21.97,36.94,2095.38,8.07,12.65,East,1243,Rabi,Sugarcane,Rainfed,342.18,13.96,76.33
149,75,119,7.52,39.44,Sandy,1.3,22.46,31.07,2504.84,9.45,1.2,North,1,Rabi,Cotton,Canal,288.29,18.1,10.39
165,25,40,7.75,40.62,Silt,1.36,19.49,72.49,1327.48,10.44,4.45,North,1906,Kharif,Wheat,Drip,266.53,11.91,10.32
67,75,101,7.59,28.37,Clay,0.58,35.8,42.27,2737.93,5.46,5.35,Central,460,Kharif,Maize,Rainfed,302.24,5.9,11.81
122,52,43,6.32,54.03,Sandy,0.48,33.15,80.44,1307.38,10.25,17.99,North,1293,Zaid,Wheat,Drip,317.27,3.56,11.42
134,80,130,5.85,52.13,Sandy,1.46,32.31,70.36,1992.06,10.1,16.03,West,174,Kharif,Sugarcane,Sprinkler,145.01,4.92,76.83
129,47,111,6.51,62.7,Silt,1.54,16.75,52.46,975.62,5.97,8.16,South,225,Kharif,Maize,Canal,199.95,8.61,10.17
119,57,31,6.62,40.35,Sandy,0.85,15.69,59.25,2168.89,8.81,12.92,South,320,Zaid,Rice,Drip,245.69,23.48,10.39
73,45,42,5.86,42.4,Loamy,0.88,17.4,60.16,1270.77,8.85,5.01,West,747,Rabi,Wheat,Rainfed,316.08,17.42,9.73
105,49,111,6.64,60.17,Clay,1.26,21.58,52.74,1255.29,10.63,16.96,South,207,Rabi,Wheat,Sprinkler,268.65,10.54,10.8
174,51,142,5.16,60.97,Loamy,0.94,24.36,40.76,804.11,5.62,16.78,Central,584,Kharif,Rice,Rainfed,247.9,3.93,9.06
108,61,53,5.59,47.48,Loamy,0.71,17.51,89.66,474.56,4.65,3.75,East,1971,Zaid,Sugarcane,Canal,216.68,18.34,75.18
102,37,144,7.34,56.02,Silt,0.55,23.73,74.95,1172.75,7.92,16.78,South,1707,Kharif,Maize,Rainfed,152.32,10.63,8.69
169,50,76,5.42,40.26,Loamy,0.33,15.53,39.38,1799.58,5.8,7.98,South,496,Rabi,Maize,Sprinkler,267.31,19.24,10.74
125,54,22,5.27,34.41,Loamy,1.06,18.07,32.07,414.8,5.65,9.37,East,497,Rabi,Sugarcane,Canal,191.18,20.51,72.81
118,95,25,5.78,58.2,Loamy,0.48,17.82,50.66,776.61,10.46,12.77,East,1050,Zaid,Cotton,Sprinkler,90.54,14.66,3.6
132,29,67,6.06,53.86,Sandy,1.42,31.81,63.27,912.64,9.06,9.14,North,1588,Zaid,Cotton,Sprinkler,293.75,20.35,8.3
175,51,121,5.92,27.12,Silt,1.58,23.75,86.28,768.74,8.69,10.74,West,1882,Kharif,Potato,Drip,255.63,14.48,24.8
35,18,139,6.07,17.38,Sandy,0.9,28.46,37.94,557.55,10.67,8.61,East,841,Zaid,Wheat,Rainfed,203.25,12.65,7.02
151,36,32,5.28,43.28,Sandy,0.45,30.08,56.41,756.87,4.48,2.14,Central,619,Rabi,Sugarcane,Canal,316.64,19.17,76.2
